timestamp,unix_epoch,R_geo_00,R_geo_01,R_geo_02,R_geo_10,R_geo_11,R_geo_12,R_geo_20,R_geo_21,R_geo_22,R_gei_00,R_gei_01,R_gei_02,R_gei_10,R_gei_11,R_gei_12,R_gei_20,R_gei_21,R_gei_22,dipole_gei_x,dipole_gei_y,dipole_gei_z
20240510_210000,1715374800.0,-0.6833245768,0.6534325147,0.3257199278,-0.6621124192,-0.7426058702,0.1007157677,0.3076924878,-0.1468416500,0.9400866251,0.6336270845,-0.7054504088,-0.3175790273,0.7098183224,0.6933810284,-0.1240189447,0.3076924878,-0.1468416500,0.9400866251,-0.0585614290,0.1494495227,0.9870336363
